,gender,seniorcitizen,partner,dependents,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,tenure,phoneservice,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,cust-loyality,family_member,subscription_count
2904,Male,old,No,No,No,Fiber optic,No,No,No,No,No,No,25,Yes,Month-to-month,No,Mailed check,70.95,1767.35,Yes,Loyal,Single,0
2905,Female,old,Yes,No,No,Fiber optic,No,No,Yes,Yes,No,No,21,Yes,One year,No,Electronic check,79.2,1742.45,No,Somewhat Loyal,Married,2
2906,Female,old,Yes,Yes,No,DSL,No,No,No,Yes,No,No,6,Yes,Month-to-month,Yes,Mailed check,48.8,297.35,No,New,Married With Dependents ,1
2907,Male,old,Yes,No,No,Fiber optic,No,No,No,No,Yes,Yes,20,Yes,Month-to-month,Yes,Mailed check,89.0,1820.45,Yes,Somewhat Loyal,Married,2
2908,Male,old,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,18,Yes,Month-to-month,Yes,Electronic check,99.4,1742.95,Yes,Somewhat Loyal,Married,3
2909,Female,old,No,No,No,DSL,No,Yes,No,Yes,No,No,43,Yes,One year,No,Electronic check,55.45,2444.25,No,Loyal,Single,2
2910,Female,old,Yes,Yes,Yes,No,No,No,No,No,No,No,35,Yes,Two year,Yes,Credit card (automatic),25.4,949.8,No,Loyal,Married With Dependents ,0
2911,Female,old,No,No,No,Fiber optic,No,No,Yes,No,No,No,1,Yes,Month-to-month,No,Bank transfer (automatic),73.5,73.5,Yes,New,Single,1
2912,Male,youth,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,32,Yes,Month-to-month,Yes,Electronic check,93.5,2970.8,No,Loyal,Married,3
2913,Male,old,No,No,unknown,DSL,Yes,Yes,Yes,Yes,Yes,Yes,52,No,Two year,No,Credit card (automatic),63.9,3334.95,No,Very Loyal,Single,6
2914,Male,old,No,No,No,DSL,No,No,No,No,Yes,Yes,32,Yes,One year,Yes,Bank transfer (automatic),64.85,2010.95,No,Loyal,Single,2
2915,Female,old,Yes,Yes,unknown,DSL,Yes,Yes,Yes,Yes,Yes,Yes,72,No,Two year,Yes,Bank transfer (automatic),63.8,4684.3,No,Very Loyal,Married With Dependents ,6
2916,Male,old,No,No,unknown,DSL,Yes,No,No,Yes,No,Yes,51,No,Month-to-month,Yes,Credit card (automatic),44.45,2181.55,No,Very Loyal,Single,3
2917,Male,old,Yes,Yes,No,No,No,No,No,No,No,No,68,Yes,Two year,Yes,Bank transfer (automatic),19.95,1303.25,No,Very Loyal,Married With Dependents ,0
2918,Male,youth,Yes,No,unknown,DSL,No,Yes,Yes,No,No,Yes,8,No,Month-to-month,Yes,Mailed check,43.35,371.4,No,New,Married,3
2919,Male,old,Yes,No,unknown,DSL,No,Yes,No,No,Yes,Yes,49,No,Two year,No,Credit card (automatic),49.65,2409.9,No,Very Loyal,Married,3
2920,Female,old,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,72,Yes,Two year,No,Mailed check,85.1,6155.4,No,Very Loyal,Married,6
2921,Male,old,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,9,Yes,Month-to-month,Yes,Electronic check,95.5,829.1,Yes,New,Single,2
2922,Female,old,Yes,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,28,Yes,Month-to-month,Yes,Mailed check,92.35,2602.9,Yes,Loyal,Married,3
2923,Male,old,No,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,54,Yes,Month-to-month,No,Mailed check,89.8,4667.0,No,Very Loyal,Single,3
2924,Male,old,No,No,No,Fiber optic,No,Yes,No,No,No,No,11,Yes,Month-to-month,Yes,Electronic check,74.55,824.75,Yes,New,Single,1
2925,Female,old,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,50,Yes,One year,No,Mailed check,103.05,5153.5,No,Very Loyal,Married With Dependents ,4
2926,Female,old,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,69,Yes,Two year,Yes,Electronic check,116.0,8182.85,No,Very Loyal,Married,6
2927,Male,old,No,No,No,Fiber optic,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Electronic check,69.9,69.9,No,New,Single,0
2928,Male,old,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,68,Yes,Two year,No,Bank transfer (automatic),95.1,6683.4,No,Very Loyal,Married With Dependents ,4
2929,Male,old,No,Yes,unknown,DSL,Yes,Yes,No,Yes,No,No,40,No,One year,No,Mailed check,40.25,1564.05,No,Loyal,Singe With Dependents,3
2930,Male,old,Yes,Yes,Yes,No,No,No,No,No,No,No,31,Yes,Two year,No,Mailed check,25.75,755.6,No,Loyal,Married With Dependents ,0
2931,Female,youth,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,33,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,3465.05,No,Loyal,Singe With Dependents,4
2932,Male,youth,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,55,Yes,Two year,Yes,Electronic check,113.6,6292.7,No,Very Loyal,Married,5
2933,Male,old,Yes,Yes,Yes,No,No,No,No,No,No,No,68,Yes,Two year,Yes,Bank transfer (automatic),24.0,1664.3,No,Very Loyal,Married With Dependents ,0
2934,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,12,Yes,Month-to-month,No,Bank transfer (automatic),19.4,198.1,No,Somewhat Loyal,Married With Dependents ,0
2935,Male,old,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,71,Yes,Two year,Yes,Bank transfer (automatic),86.1,6045.9,No,Very Loyal,Married,6
2936,Male,old,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,40,Yes,Month-to-month,Yes,Mailed check,102.65,4108.15,No,Loyal,Single,4
2937,Female,old,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,64,Yes,One year,Yes,Electronic check,92.85,5980.75,No,Very Loyal,Married With Dependents ,3
2938,Male,old,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,53,Yes,One year,No,Bank transfer (automatic),97.75,5043.2,No,Very Loyal,Married,3
2939,Male,youth,No,No,No,Fiber optic,No,Yes,Yes,Yes,No,No,12,Yes,Month-to-month,Yes,Mailed check,83.8,1029.75,Yes,Somewhat Loyal,Single,3
2940,Male,youth,No,No,unknown,DSL,No,Yes,Yes,No,Yes,Yes,53,No,Month-to-month,Yes,Electronic check,54.45,2854.55,Yes,Very Loyal,Single,4
2941,Male,old,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,72,Yes,Two year,Yes,Credit card (automatic),97.95,7114.25,No,Very Loyal,Married,4
2942,Male,old,No,No,No,No,No,No,No,No,No,No,46,Yes,Two year,No,Electronic check,19.95,907.05,No,Loyal,Single,0
2943,Male,old,No,No,Yes,No,No,No,No,No,No,No,40,Yes,Two year,Yes,Mailed check,24.6,973.95,No,Loyal,Single,0
2944,Male,old,No,No,unknown,DSL,Yes,Yes,No,Yes,Yes,No,12,No,Month-to-month,Yes,Bank transfer (automatic),50.95,605.75,No,Somewhat Loyal,Single,4
2945,Male,old,No,No,No,Fiber optic,Yes,No,No,No,No,No,9,Yes,Month-to-month,No,Electronic check,75.6,661.55,No,New,Single,1
2946,Female,old,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,51,Yes,Month-to-month,Yes,Electronic check,80.75,4116.9,No,Very Loyal,Married With Dependents ,1
2947,Male,old,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,49,Yes,Month-to-month,Yes,Credit card (automatic),90.4,4494.65,No,Very Loyal,Married With Dependents ,3
2948,Male,youth,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,41,Yes,Month-to-month,Yes,Electronic check,99.8,4259.3,Yes,Loyal,Married,3
2949,Female,old,No,No,No,DSL,Yes,No,Yes,Yes,No,No,56,Yes,One year,Yes,Credit card (automatic),60.25,3282.75,No,Very Loyal,Single,3
2950,Male,old,No,No,No,No,No,No,No,No,No,No,4,Yes,Month-to-month,Yes,Electronic check,20.2,55.7,No,New,Single,0
2951,Male,old,Yes,No,No,DSL,Yes,No,No,Yes,No,Yes,20,Yes,One year,Yes,Mailed check,64.15,1274.45,No,Somewhat Loyal,Married,3
2952,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,26,Yes,Month-to-month,Yes,Credit card (automatic),20.25,493.95,No,Loyal,Married With Dependents ,0
2953,Female,old,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,20,Yes,Month-to-month,Yes,Bank transfer (automatic),105.85,2239.65,Yes,Somewhat Loyal,Married With Dependents ,4
2954,Female,old,No,No,Yes,Fiber optic,No,No,No,No,No,No,7,Yes,Month-to-month,No,Mailed check,75.45,480.75,Yes,New,Single,0
2955,Male,old,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,7,Yes,Month-to-month,Yes,Electronic check,93.85,635.6,Yes,New,Single,2
2956,Male,old,No,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,51,Yes,Month-to-month,Yes,Electronic check,99.0,5038.15,No,Very Loyal,Single,4
2957,Female,old,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,4,Yes,Month-to-month,Yes,Mailed check,80.3,324.2,No,New,Single,1
2958,Female,old,No,No,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,No,Credit card (automatic),19.55,19.55,No,New,Single,0
2959,Male,old,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,27,Yes,Month-to-month,No,Electronic check,100.75,2793.55,No,Loyal,Married With Dependents ,4
2960,Male,old,No,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,22,Yes,Month-to-month,Yes,Electronic check,100.75,2095.0,Yes,Somewhat Loyal,Single,3
2961,Male,old,No,No,No,DSL,No,Yes,No,Yes,No,No,12,Yes,Month-to-month,Yes,Mailed check,53.75,648.65,No,Somewhat Loyal,Single,2
2962,Female,old,Yes,Yes,unknown,DSL,No,No,No,Yes,No,No,3,No,Month-to-month,Yes,Mailed check,31.0,95.05,Yes,New,Married With Dependents ,1
2963,Female,old,Yes,Yes,Yes,No,No,No,No,No,No,No,34,Yes,One year,Yes,Credit card (automatic),25.6,917.15,No,Loyal,Married With Dependents ,0
2964,Male,old,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,24,Yes,One year,Yes,Electronic check,58.35,1346.9,No,Loyal,Married,2
2965,Male,old,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,51,Yes,Month-to-month,No,Credit card (automatic),80.0,4242.35,Yes,Very Loyal,Single,1
2966,Female,youth,No,No,unknown,DSL,No,No,No,No,Yes,Yes,14,No,Month-to-month,Yes,Electronic check,46.35,672.7,No,Somewhat Loyal,Single,2
2967,Male,old,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,59,Yes,Two year,No,Electronic check,113.75,6561.25,No,Very Loyal,Married,6
2968,Male,old,No,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,3,Yes,Month-to-month,No,Electronic check,90.4,268.45,No,New,Single,3
2969,Female,old,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,65,Yes,Two year,No,Electronic check,109.3,7337.55,No,Very Loyal,Married With Dependents ,5
2970,Male,youth,No,No,No,Fiber optic,No,No,No,No,No,No,5,Yes,Month-to-month,Yes,Mailed check,70.25,331.9,Yes,New,Single,0
2971,Female,old,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,59,Yes,Two year,No,Credit card (automatic),90.3,5194.05,No,Very Loyal,Married With Dependents ,6
2972,Male,old,Yes,Yes,unknown,DSL,Yes,Yes,Yes,Yes,Yes,Yes,72,No,Two year,Yes,Credit card (automatic),65.25,4478.85,No,Very Loyal,Married With Dependents ,6
2973,Female,old,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,62,Yes,Month-to-month,Yes,Electronic check,100.15,6283.3,Yes,Very Loyal,Married With Dependents ,4
2974,Male,old,No,No,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,28,Yes,Month-to-month,Yes,Credit card (automatic),94.5,2659.4,Yes,Loyal,Single,3
2975,Male,old,No,No,No,DSL,No,No,No,Yes,No,Yes,3,Yes,Month-to-month,No,Mailed check,60.65,196.9,No,New,Single,2
2976,Male,old,No,Yes,Yes,No,No,No,No,No,No,No,19,Yes,Month-to-month,Yes,Credit card (automatic),24.1,439.2,No,Somewhat Loyal,Singe With Dependents,0
2977,Male,old,No,No,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Mailed check,19.5,19.5,No,New,Single,0
2978,Male,old,No,No,No,Fiber optic,No,Yes,Yes,Yes,No,No,24,Yes,Month-to-month,Yes,Electronic check,85.95,2107.15,No,Loyal,Single,3
2979,Male,youth,No,No,No,DSL,No,No,Yes,Yes,No,No,57,Yes,One year,Yes,Electronic check,53.5,3035.8,No,Very Loyal,Single,2
2980,Female,old,No,No,Yes,No,No,No,No,No,No,No,72,Yes,Two year,No,Credit card (automatic),25.45,1866.45,No,Very Loyal,Single,0
2981,Male,old,No,No,No,No,No,No,No,No,No,No,67,Yes,Two year,No,Bank transfer (automatic),20.5,1430.95,No,Very Loyal,Single,0
2982,Male,old,Yes,Yes,No,No,No,No,No,No,No,No,52,Yes,One year,Yes,Credit card (automatic),20.85,1071.6,No,Very Loyal,Married With Dependents ,0
2983,Male,old,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,71,Yes,Two year,No,Credit card (automatic),89.9,6457.15,No,Very Loyal,Married With Dependents ,6
2984,Female,old,Yes,No,Yes,No,No,No,No,No,No,No,26,Yes,One year,No,Mailed check,26.0,684.05,No,Loyal,Married,0
2985,Female,old,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,35,Yes,Two year,Yes,Mailed check,113.2,3914.05,No,Loyal,Single,6
2986,Female,old,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,55,Yes,Two year,Yes,Credit card (automatic),69.05,3842.6,No,Very Loyal,Married With Dependents ,0
2987,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,33,Yes,Two year,No,Mailed check,20.1,670.35,No,Loyal,Married With Dependents ,0
2988,Male,old,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,72,Yes,Two year,Yes,Electronic check,109.65,7880.25,No,Very Loyal,Married,5
2989,Male,old,No,Yes,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Mailed check,19.2,19.2,No,New,Singe With Dependents,0
2990,Male,old,No,No,unknown,DSL,No,No,No,No,No,Yes,10,No,Month-to-month,Yes,Mailed check,33.9,298.45,Yes,New,Single,1
2991,Female,youth,Yes,No,No,Fiber optic,No,No,Yes,Yes,Yes,No,37,Yes,Month-to-month,No,Electronic check,90.0,3371.75,No,Loyal,Married,3
2992,Male,old,No,No,unknown,DSL,No,Yes,No,Yes,No,No,12,No,Month-to-month,No,Mailed check,34.0,442.45,No,Somewhat Loyal,Single,2
2993,Male,old,Yes,Yes,No,No,No,No,No,No,No,No,1,Yes,One year,No,Mailed check,20.4,20.4,No,New,Married With Dependents ,0
2994,Male,old,Yes,No,unknown,DSL,Yes,Yes,No,Yes,No,No,62,No,Two year,Yes,Credit card (automatic),38.6,2345.55,No,Very Loyal,Married,3
2995,Female,old,No,No,unknown,DSL,No,No,No,No,No,No,1,No,Month-to-month,No,Bank transfer (automatic),25.25,25.25,No,New,Single,0
2996,Female,old,No,No,Yes,DSL,Yes,No,Yes,No,No,No,18,Yes,Month-to-month,Yes,Mailed check,60.6,1156.35,No,Somewhat Loyal,Single,2
2997,Male,youth,Yes,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,69,Yes,Month-to-month,Yes,Electronic check,89.95,6143.15,Yes,Very Loyal,Married,2
2998,Male,old,No,No,No,Fiber optic,No,Yes,No,No,No,No,2,Yes,Month-to-month,Yes,Electronic check,74.75,144.8,No,New,Single,1
2999,Male,old,Yes,Yes,No,No,No,No,No,No,No,No,19,Yes,Month-to-month,No,Mailed check,20.6,414.95,No,Somewhat Loyal,Married With Dependents ,0
3000,Male,old,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,12,Yes,Month-to-month,Yes,Electronic check,84.45,1059.55,Yes,Somewhat Loyal,Single,1
3001,Male,old,No,No,No,No,No,No,No,No,No,No,9,Yes,Month-to-month,No,Mailed check,20.4,181.8,No,New,Single,0
3002,Male,old,No,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,27,Yes,One year,No,Electronic check,81.7,2212.55,No,Loyal,Single,5
3003,Male,old,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,27,Yes,Month-to-month,Yes,Electronic check,79.5,2180.55,Yes,Loyal,Singe With Dependents,1
3004,Male,old,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,1,Yes,Month-to-month,No,Mailed check,89.15,89.15,Yes,New,Married With Dependents ,2
3005,Female,youth,No,No,No,No,No,No,No,No,No,No,24,Yes,Month-to-month,Yes,Mailed check,20.3,459.95,No,Loyal,Single,0
3006,Male,youth,No,No,Yes,Fiber optic,No,No,No,No,No,No,14,Yes,Month-to-month,Yes,Electronic check,74.95,1036.75,Yes,Somewhat Loyal,Single,0
3007,Female,youth,No,No,No,Fiber optic,No,Yes,No,No,No,No,32,Yes,Month-to-month,Yes,Electronic check,74.4,2276.95,Yes,Loyal,Single,1
3008,Female,old,No,No,No,No,No,No,No,No,No,No,11,Yes,One year,No,Mailed check,20.0,211.95,No,New,Single,0
3009,Male,old,No,No,Yes,No,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Mailed check,25.0,25.0,No,New,Single,0
3010,Male,youth,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,38,Yes,Month-to-month,Yes,Mailed check,80.45,3162.65,No,Loyal,Singe With Dependents,1
3011,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,9,Yes,Two year,No,Mailed check,19.75,210.65,No,New,Married With Dependents ,0
3012,Male,old,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,54,Yes,Two year,Yes,Credit card (automatic),65.65,3566.7,No,Very Loyal,Married With Dependents ,3
3013,Female,old,No,No,Yes,DSL,No,No,No,No,Yes,Yes,29,Yes,One year,Yes,Credit card (automatic),71.0,2080.1,No,Loyal,Single,2
3014,Male,youth,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,44,Yes,Month-to-month,Yes,Electronic check,89.2,4040.2,No,Loyal,Married,2
3015,Male,old,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,59,Yes,Two year,Yes,Electronic check,86.75,5186.0,No,Very Loyal,Married With Dependents ,6
3016,Female,old,No,No,No,DSL,No,No,No,No,No,Yes,3,Yes,Month-to-month,Yes,Electronic check,55.3,196.15,Yes,New,Single,1
3017,Female,old,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,18,Yes,One year,Yes,Mailed check,61.5,1087.45,No,Somewhat Loyal,Married With Dependents ,3
3018,Male,youth,No,No,Yes,No,No,No,No,No,No,No,67,Yes,Two year,No,Credit card (automatic),25.1,1672.15,No,Very Loyal,Single,0
3019,Female,old,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,22,Yes,Month-to-month,No,Electronic check,55.15,1206.05,Yes,Somewhat Loyal,Married With Dependents ,2
3020,Male,old,No,Yes,unknown,DSL,Yes,No,No,Yes,No,No,33,No,One year,No,Credit card (automatic),34.05,1113.95,No,Loyal,Singe With Dependents,2
3021,Male,old,No,No,No,No,No,No,No,No,No,No,5,Yes,Month-to-month,No,Mailed check,19.95,107.05,No,New,Single,0
3022,Female,old,No,No,No,No,No,No,No,No,No,No,2,Yes,Month-to-month,No,Mailed check,19.95,38.15,No,New,Single,0
3023,Male,old,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,72,Yes,Two year,No,Credit card (automatic),89.7,6339.3,No,Very Loyal,Married With Dependents ,6
3024,Male,old,No,Yes,No,No,No,No,No,No,No,No,9,Yes,Month-to-month,No,Mailed check,20.4,184.1,No,New,Singe With Dependents,0
3025,Male,old,Yes,Yes,Yes,No,No,No,No,No,No,No,67,Yes,Two year,No,Mailed check,26.3,1688.9,No,Very Loyal,Married With Dependents ,0
3026,Female,old,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,No,16,Yes,Month-to-month,Yes,Electronic check,84.95,1378.25,Yes,Somewhat Loyal,Married,1
3027,Female,old,No,No,No,No,No,No,No,No,No,No,8,Yes,Month-to-month,Yes,Mailed check,20.7,137.6,No,New,Single,0
3028,Male,old,No,No,unknown,DSL,Yes,Yes,Yes,Yes,No,No,5,No,Month-to-month,Yes,Mailed check,43.25,219.0,Yes,New,Single,4
3029,Male,old,Yes,Yes,Yes,DSL,No,No,No,No,No,No,23,Yes,One year,Yes,Credit card (automatic),48.35,1067.15,Yes,Somewhat Loyal,Married With Dependents ,0
3030,Male,old,No,No,No,Fiber optic,No,No,No,No,Yes,No,1,Yes,Month-to-month,Yes,Electronic check,79.55,79.55,Yes,New,Single,1
3031,Female,youth,Yes,No,No,Fiber optic,No,No,No,No,No,No,50,Yes,Month-to-month,Yes,Electronic check,71.05,3444.85,Yes,Very Loyal,Married,0
3032,Male,old,No,No,No,No,No,No,No,No,No,No,17,Yes,Two year,No,Credit card (automatic),19.45,369.05,No,Somewhat Loyal,Single,0
3033,Female,old,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,68,Yes,Two year,Yes,Bank transfer (automatic),110.8,7553.6,No,Very Loyal,Married,5
3034,Male,old,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,1,Yes,Month-to-month,No,Electronic check,84.5,84.5,Yes,New,Single,1
3035,Female,youth,Yes,No,No,Fiber optic,No,No,No,No,No,No,25,Yes,Month-to-month,Yes,Electronic check,69.3,1813.1,No,Loyal,Married,0
3036,Male,old,No,No,unknown,DSL,Yes,No,Yes,Yes,Yes,No,67,No,One year,Yes,Bank transfer (automatic),49.35,3321.35,No,Very Loyal,Single,4
3037,Male,old,No,No,No,No,No,No,No,No,No,No,32,Yes,One year,No,Credit card (automatic),20.35,707.5,No,Loyal,Single,0
3038,Female,youth,Yes,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,67,Yes,One year,Yes,Electronic check,105.6,7112.15,No,Very Loyal,Married,4
3039,Male,youth,Yes,No,unknown,DSL,Yes,Yes,Yes,Yes,Yes,Yes,72,No,Two year,Yes,Credit card (automatic),64.45,4641.1,No,Very Loyal,Married,6
3040,Male,old,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,71,Yes,Two year,Yes,Credit card (automatic),108.6,7690.9,Yes,Very Loyal,Married,5
3041,Male,old,No,Yes,No,DSL,No,Yes,No,No,No,No,1,Yes,Month-to-month,Yes,Electronic check,49.9,49.9,No,New,Singe With Dependents,1
3042,Male,old,No,No,unknown,DSL,No,Yes,No,No,No,No,46,No,Month-to-month,No,Bank transfer (automatic),30.3,1380.1,Yes,Loyal,Single,1
3043,Female,youth,No,No,unknown,DSL,No,No,Yes,No,No,No,2,No,Month-to-month,Yes,Electronic check,30.4,78.65,Yes,New,Single,1
3044,Female,old,No,No,No,DSL,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Mailed check,45.4,45.4,Yes,New,Single,0
3045,Female,old,Yes,No,No,DSL,No,Yes,Yes,No,No,Yes,48,Yes,One year,Yes,Electronic check,65.65,3094.65,No,Loyal,Married,3
3046,Female,old,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,61,Yes,One year,Yes,Bank transfer (automatic),103.3,6518.35,No,Very Loyal,Married,4
3047,Female,old,Yes,No,No,Fiber optic,No,Yes,No,No,No,Yes,32,Yes,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,Yes,Loyal,Married,2
3048,Female,old,No,No,No,DSL,No,No,No,No,No,No,2,Yes,Month-to-month,No,Electronic check,44.45,82.7,No,New,Single,0
3049,Female,old,No,No,No,No,No,No,No,No,No,No,3,Yes,Month-to-month,No,Electronic check,19.75,58.85,Yes,New,Single,0
3050,Female,old,No,No,No,Fiber optic,No,No,No,Yes,No,Yes,5,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9,Yes,New,Single,2
3051,Female,old,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,71,Yes,Two year,No,Bank transfer (automatic),89.9,6342.7,No,Very Loyal,Married With Dependents ,6
3052,Male,old,Yes,No,Yes,DSL,Yes,No,No,No,No,No,37,Yes,Month-to-month,Yes,Mailed check,55.05,2030.75,No,Loyal,Married,1
3053,Male,old,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,65,Yes,Two year,Yes,Bank transfer (automatic),104.1,6700.05,No,Very Loyal,Married With Dependents ,4
3054,Female,old,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,67,Yes,One year,Yes,Bank transfer (automatic),106.6,7244.7,No,Very Loyal,Singe With Dependents,4
3055,Male,old,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,49,Yes,Month-to-month,No,Credit card (automatic),75.2,3678.3,Yes,Very Loyal,Singe With Dependents,0
3056,Male,old,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,50,Yes,Two year,Yes,Credit card (automatic),70.5,3486.65,No,Very Loyal,Married With Dependents ,3
3057,Male,old,Yes,Yes,No,No,No,No,No,No,No,No,25,Yes,One year,No,Electronic check,19.6,411.15,No,Loyal,Married With Dependents ,0
3058,Female,old,No,Yes,Yes,DSL,No,No,Yes,No,No,No,17,Yes,One year,Yes,Mailed check,55.85,937.5,Yes,Somewhat Loyal,Singe With Dependents,1
3059,Female,old,Yes,Yes,Yes,No,No,No,No,No,No,No,64,Yes,Two year,Yes,Mailed check,24.05,1559.15,No,Very Loyal,Married With Dependents ,0
3060,Male,old,Yes,No,unknown,DSL,No,No,Yes,No,Yes,No,25,No,One year,Yes,Credit card (automatic),38.1,970.4,No,Loyal,Married,2
3061,Male,youth,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,23,Yes,Month-to-month,Yes,Electronic check,106.4,2483.5,Yes,Somewhat Loyal,Single,4
3062,Male,youth,Yes,No,unknown,DSL,No,No,Yes,Yes,No,No,24,No,Month-to-month,No,Mailed check,34.25,828.2,No,Loyal,Married,2
3063,Female,old,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,37,Yes,Month-to-month,Yes,Electronic check,100.05,3810.55,No,Loyal,Single,3
3064,Female,old,No,No,No,Fiber optic,No,No,No,No,No,No,21,Yes,Month-to-month,Yes,Electronic check,68.65,1493.2,No,Somewhat Loyal,Single,0
3065,Male,old,No,No,No,DSL,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Mailed check,45.8,45.8,No,New,Single,0
3066,Female,old,No,No,Yes,Fiber optic,No,No,No,No,No,No,10,Yes,Month-to-month,Yes,Mailed check,75.75,777.3,No,New,Single,0
3067,Male,old,No,No,No,Fiber optic,No,Yes,No,No,No,Yes,6,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,Yes,New,Single,2
3068,Male,old,Yes,No,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,51,Yes,One year,Yes,Credit card (automatic),96.4,4911.05,No,Very Loyal,Married,3
3069,Female,old,No,No,No,No,No,No,No,No,No,No,10,Yes,Month-to-month,Yes,Mailed check,20.55,187.35,No,New,Single,0
